632374683334258688	@microsoft	negative	Hey @Microsoft, I reserved my copy of @Windows 10 back in June, but i haven't been invited to download. Any updates on the timeline?
632536348419690496	@microsoft	negative	@eyesonfoxorg @Microsoft I'm still using Vista on one &amp; Win-7 on another, Vista is a dinosaur, unfortunately I may use a free 10 with limits
632805868334153728	@microsoft	negative	@Microsoft Is it normal that it takes hours to check the email name for creating an microsoft account? 2nd try!
632810315227467776	@microsoft	negative	@MisterMetokur @Microsoft @ATT @NSAGov That's confidential and privileged information sir. No matter how great the sex may or may not be.
632983468188696576	@microsoft	negative	Not Available
633041928922132480	@microsoft	negative	After 75 minutes of being on hold with @Microsoft in India 1-800-936-5700 "Adrian" wants to transfer my call again (3rd time) #Windows10Fail
633119630417129476	@microsoft	negative	@Microsoft On hold with support for 52 minutes now. C'mon.
633500866096574464	@microsoft	negative	Beyond frustrated with my #Xbox360 right now, and that as of June, @Microsoft doesn't support it. Gotta find someone else to fix the drive.
633594289029808128	@microsoft	negative	@Microsoft Heard you are a software company. Why then is most of your software so bad that it has to be replaced by 3rd party apps?
633694793852407808	@microsoft	positive	PAX Prime Thursday is overloaded for me with @Microsoft and Nintendo indie events going down. Also, cider!!! :p
633757225945665537	@microsoft	positive	I traveled to Redmond today. I'm visiting with @Microsoft @SQLServer engineers tomorrow - at their invitation. Feeling excited.
634005885371711489	@microsoft	positive	Have you heard the news? Our next meetup is on September 10th with Ryan Berry of @Microsoft! RSVP now for free -&gt; http://t.co/QOp26oct4f
634036617632546816	@microsoft	negative	@Microsoft @Windows Daily windows updates suck! W/ all the $$$ and drones U have working 4 U, maybe U guys could get it right the 1st time?
634098901025484800	@microsoft	negative	Call from "John" @Microsoft "hello, i'd like to look at your computer, over the phone" Me:" ok, may I ask why your calling about my..(1/2)
634107085647511553	@microsoft	positive	We're excited to learn about #cloud #analytics from @Microsoft tomorrow! Join us https://t.co/p0bMREBBHC #tech #rva http://t.co/1XHmPdSvzq
634169076210733056	@microsoft	positive	Pet adoptions are $10 this Friday @BFAS_LA thanks to @Microsoft @Windows. #Upgradeyourworld with a new best friend! http://t.co/0aI2QiBbCR
634299598467678208	@microsoft	negative	Not Available
634364883040006144	@microsoft	negative	I thought @Microsoft was retiring the Lumia line to give way to Surface Mobile? I guess not. https://t.co/7NRWeBqjEN
634517732067778561	@microsoft	negative	@microsoft using Office 2013's Bing dictionary. type in "bound." This is the 3rd picture they show me. WTF?... http://t.co/VzwGIoLxco
634657299680858113	@microsoft	negative	Not Available
634709942088409088	@microsoft	positive	Good Friday morning. This city is changing. Are you with it? #300MenMarch @targetnews @mcdonalds @BP_America @cocacola @microsoft @comcast
634728738941456384	@microsoft	positive	http://t.co/luX5VvBrmJ   Register 4 the NACR Skype for Business event with @Microsoft for Sept 16th Chevy Chase, MD #skype4B #contactcenter
634877877725569025	@microsoft	positive	Did you know our Lunch&amp;Learns are now open to the public? Join us on August 31 with @asaunders from @Microsoft! https://t.co/FdPz5JcqI6
634921865916452864	@microsoft	negative	I've just been told for the 5th time that my case number "will be escalated" to a Level II tech by @MicrosoftHelps @Microsoft @Windows
634926683284336640	@microsoft	negative	Now I'm trying to get to @MicrosoftHelps @Microsoft @Windows support online for about the 5th time.m
635528136743092224	@microsoft	negative	Spending the day on the phone with @Microsoft. This is not how I wanted to spend my Sunday
635658548265947136	@microsoft	positive	@Microsoft may just reinvent personal computing  http://t.co/dTVc3mtEO3  via @BusinessInsider  #HoloLens #Microsoft http://t.co/TrKifgMfTO
635795783099387904	@microsoft	positive	@Microsoft - congratulations on the 20th Birth Anniversary of @Windows 95.  20 years since we've come to love you (&amp; backward compatibility)
635914448121626624	@microsoft	positive	Looks like @Microsoft may still be in the handset/smartphone business!  #SurfacePhone #Windows10 http://t.co/SubGXXMqlz
636062553009987584	@microsoft	positive	Enjoying feasibility workshop replacing #Cognos with @Microsoft #BI. 4th customer in less than a year!
636842896524726273	@microsoft	negative	@Microsoft @MicrosoftHelps For the 2nd time I have been charged for something I wasnt made aware of. Person on the phone didn't care.
636861074256592896	@microsoft	negative	I hate you @Adobe, u crash more then any other application Tho @Microsoft office ur close 2nd U both can share #firstplace 4 my dislike 2day
636978321222467584	@microsoft	negative	Not Available
637025180687167488	@microsoft	negative	@tomwarren @microsoft the lumia cityman looks terrible and its blue not Cyan?! Buttons may be too small. #Lumia 730/735 has a superior look.
637338158997180416	@microsoft	positive	@business @google @Microsoft - nothing new under the sun! History always repeats! @Bershidsky - Brilliant article, thanks.
637830987108343808	@microsoft	negative	3rd rep just hung up on me. Absolutely devastated at how @microsoft's customer service treated me, wow.
638219008542535680	@microsoft	negative	@Microsoft may you PLEASE release versions of Windows when its stable Windows 10 is no where near stable!
638268341052948480	@microsoft	positive	Startup your Monday in the right way. Apply 2 our Pitch battle by @microsoft at #jointheUPRISE http://t.co/MoWnEAObqk http://t.co/Fkl9WdFkUZ
638497802344091648	@microsoft	positive	@Microsoft you guys may piss me off with the Xbone but the Windows 10 lock screen facts make brighten my day a lot.
638570993397682177	@microsoft	positive	I can't wait to speak at @Microsoft's #MSAPC2015 event tomorrow, then fly to #NYC for the weekend, &amp; then #INBOUND15! http://t.co/WwOUjsslKt
638618791711084544	@microsoft	positive	Happy hour at @Microsoft #msapc2015 with @sarahvaughan and friends. Good luck for tomorrow's keynote http://t.co/emvqoeRS6j
638881767542263808	@microsoft	positive	#llvm 3.7 is the 2nd release to incorporate contributions from my team at @microsoft. Congrats to all involved! :) https://t.co/IUtbNxonfw
639102028296376320	@microsoft	negative	no diff from @Microsoft with BitLocker =at some point, platforms should provide data at rest encryption built in https://t.co/KATCGJER4W
639160139820498944	@microsoft	positive	Every time I use a paperclip I think of Clippy from @Microsoft Word. He may have (finally) left my screen, but he will never leave my brain!
639352599288877056	@microsoft	negative	@vukosi @Microsoft Please have a look at this link and see if the errors mentioned may correspond to your errors. http://t.co/9Tj4Nhkoyo
639451183342596096	@microsoft	negative	Why does @Microsoft make it so hard to reset my @skype password? RIDICULOUS. Still not sure why password stopped working in the 1st place!
639580199303016448	@microsoft	positive	All NGO/NPOs should know about @techsoup: free/VERY low-cost software from @symantec, @Microsoft @Adobe &amp; lots more! https://t.co/MS5L2vzTxJ
639716079430967296	@microsoft	negative	Not Available
639820535917092864	@microsoft	positive	@festivaluprise @Microsoft Good luck to all Pitch Battlers. May the best pitch win!
639902509566414848	@microsoft	negative	And @Microsoft's Mail, Calendar, Music, and Video apps have been rewritten for the third time in four years... https://t.co/Rn27JuMGMP
639935724033339393	@microsoft	positive	Look @Qualcomm I found the 1st #Snapdragon Phone in my stuff from #Toshiba and @Microsoft. Still Working :) http://t.co/dLbuag6QDU
640261386417897473	@microsoft	negative	@microsoft ur company will give me my 500 pounds plus the cost of the laptop on Monday for what u did to my laptop!
640510504159584256	@microsoft	positive	Thank you to @Microsoft for inviting us to join them at the #IBCShow in Amsterdam next Thursday - http://t.co/AuaXij5BQL
640668469315403776	@microsoft	negative	Not Available
640736865499217920	@microsoft	negative	Hey @Microsoft, fuck you. I don't have Internet until Thursday and my Xbox one won't even let me sign onto my account offline.
640871644844572672	@microsoft	negative	@ @Microsoft  3rd time my Lumia handset submitted in service Centre in last 8 Months, No one is looking into it. Need replacement of my 930
640987727492722688	@microsoft	positive	Should you upgrade to @Microsoft's new OS, #Windows10?  Lunch-and-Learn, in #PalmCoast, this Wednesday, Sept 9th: http://t.co/kKXfJhDGW5
641024489870987264	@microsoft	positive	#Producers Catch me in Dallas Sept 12th at the @Microsoft event.  Also at @A3C in #ATL for the On The Spot Beat Shopping!
641382034678661120	@microsoft	negative	@Lumia #Lumia @Microsoft 2nd, you guys haven't released a lumia that has a QHD screen, or takes video in 2k resolution yet.
641626118949326848	@microsoft	positive	.@Microsoft's patch Tuesday incorporated 56 fixes for #security #vulnerabilities - some with active #exploits http://t.co/R6Yz9m57JT insane!
641666486793203712	@microsoft	positive	That may just be the most shocking moment of todays #AppleEvent, @Microsoft doing a demo on the new #iPadPro.....
630871616575139840	ac/dc	positive	Not Available
631201229075533825	ac/dc	positive	No power at home, sat in the dark listening to AC/DC in the hope that it'll make the electricity come back
632260719245967360	ac/dc	positive	Take the Highway to Dundas and check out FTATR (AC/DC cover band) on Sat at 6pm on the Main Stage! #dundascactus40 http://t.co/xiQdkga2Bk
632266628600889344	ac/dc	positive	Can't beat it. Friday night, no kids, a few beers, listening to Taylor Swift....no, wait! I meant AC/DC. Motorhead!
632293803072729089	ac/dc	positive	Requests for Oasis, Steve Miller Band, AC/DC, Big Country &amp; The Banter Thiefs all make the cut for tomorrow's #MFCLive Playlist.
632358269168807936	ac/dc	positive	@MikkiC1115 yes I'll be there. Also have AC/DC on the 26th and Buckcherry at Starland on the 28th before the carney!
632362695602245632	ac/dc	positive	@annkillion Best day on the Green for me was Aerosmith, Foreigner, Pat Travers, Van Halen, AC/DC, (July 23, 1978).
632477400178233344	ac/dc	positive	@suziperry Also I am off to New York in 7 days to see AC/DC (my ultimate faves) for the 29th time-followed by Van Halen the night after!
632557193376587776	ac/dc	positive	Going from AC/DC to ABBA and back again is quite the mind fuck on a Saturday morning!  Thank goodness I can handle it!!  @FizzButtonCC
632598549872672768	ac/dc	positive	Listening to early, live, AC/DC, covering Chuck Berry, while driving a black capri, with the windows down, in the sun. It's a good day.
632884348430237696	ac/dc	positive	Hello lovelies again! Super Sunday. Thai food, AC/DC raunchy dancing during warm up, you lot and the Boys. More season 1, I'm a lucky woman
633367771191971840	ac/dc	positive	AC/DC with Vintage Trouble at Gillette Stadium on Sat, 8/22! Limited tix are available at http://t.co/eg2rut3Lv8 http://t.co/ROW0b2lfkh
633464854737633280	ac/dc	positive	When you realize classes start the 9th so the AC/DC concert will be the best concert since Eminem and Jay-Z #thatwasgoat
633547870327717888	ac/dc	positive	Just turned 16. Hitched from Newcastle to get there. Went for AC/DC, left obsessed with Van Halen. Carefree days. https://t.co/ZwE9vSPjIK
633662951778557952	ac/dc	positive	1981 Gino is pretty damn impressed with 2015 Gino for going to see AC/DC in Foxborough on Saturday.
633684233005895680	ac/dc	positive	I have 2 extra tickets (on the field!) for the AC/DC concert on Saturday night at Gillette Stadium.  I'm looking... http://t.co/q2YaY6S3ch
633837726106841088	ac/dc	positive	BACK IN BLACK by AC/DC was no.1 in the UK album charts on 18 August 1980
634596962608672768	ac/dc	positive	AC/DC will win #rock1000 with Thunderstruck! Has not won before but come 2nd at least once! @therockfm
634728000702021632	ac/dc	positive	Red Sox game I have tickets to tonight may get rained out, same with AC/DC concert tomorrow night. Somebody give me some good news...
634733114456166400	ac/dc	positive	Fuck it. Closed the job down early to grab a flight to Boston for AC/DC concert tomorrow. Ride the highs of free money yo. #LookoutBoston
634790760408350720	ac/dc	positive	[Reddit] - If you're going to AC/DC tomorrow at Gillette, don't forget your Free Brady shirt! http://t.co/9xZibJVMvO
634842103588233217	ac/dc	negative	Promised to take my niece to AC/DC tomorrow.  Soooo not in the mood now.
634869623075303424	ac/dc	positive	@GoldenBrookss @hab4lyf73  Right now, don't have any for the weekend. By Tuesday heading to AC/DC concert and then NYC!
634871374897643520	ac/dc	positive	@senatorjohn You going to AC/DC tomorrow night? #RockOrBustWorldTour
634896402594836484	ac/dc	positive	@ericfisher @cbsboston Eric, how is the weather for the AC/DC concert tomorrow night at Gillette looking?
635091272223617024	ac/dc	positive	Surprising my mom with AC/DC tickets for Wednesday. Just going to show up
635116963971342337	ac/dc	positive	Sitting 14th row for AC/DC tonight!! Let's go!
635541261332578305	ac/dc	positive	Still can't believe I'm going to see AC/DC tomorrow
635619836538822657	ac/dc	positive	Having dinner with @maysoonzayid to plan 12th annual  NY Arab American comedy festival and AC/DC walked in. But couldn't get a photo
635858634027724800	ac/dc	positive	@JakeAReid planning on AC/DC live in Moncton? Coming up sooner than later, in Montreal on the 31st. At the big "O".
635952446402072576	ac/dc	positive	@smilelikepink I like Scorpions, Guns, Ac/dc, I downloaded u playing Yesterday cause C'mon it's Beatles
635967581627650048	ac/dc	positive	Angus Young's cap flew off six songs into AC/DC's set on Saturday at Gillette Stadium, but the guitarist didn't... http://t.co/36PHufBywo
636287426235924480	ac/dc	positive	I just realized I'm seeing AC/DC tomorrow. Holy shit, I've waited nearly a year for this!
636333501621661696	ac/dc	positive	This time tomorrow AC/DC will be melting my fucking face off along with 82,000 other faces. #acdc #MetLife
636380976432680960	ac/dc	positive	Someone see AC/DC with me tomorrow, I'll buy your ticket
636396611900321792	ac/dc	positive	I can't even begin to tell you how excited I am to go see AC/DC tomorrow http://t.co/APSkCbG9Wx
636518314508976128	ac/dc	positive	The day sure snaps awake when your 1st tune is Back in Black by AC/DC !! Good Wednesday #HR !! #HRMusicShare #HRPositive
636542685214437377	ac/dc	positive	Totally just got reminded I'm going to see AC/DC on the 20th!!! Wooo!!!
636928427082317824	ac/dc	positive	Is there anyone going for AC/DC concert on Nov?
636931785054638080	ac/dc	positive	Just turned on my @pandora_radio and got The Ronettes followed by AC/DC. I just might survive Thursday if this keeps up.
636977259736399872	ac/dc	positive	For sale: one general admission ticket to AC/DC at Downsview Park on September 10th. You will have the pleasure of... http://t.co/jUDNkNCerg
637023375987109892	ac/dc	positive	We're excited to announce that AC/DC tribute band Big Jack will take the main stage at Fall Jam on Sunday September 27th!
637024446360875008	ac/dc	positive	Not Available
637081475070844929	ac/dc	positive	Not Available
637112539067715584	ac/dc	positive	Marichalar is probably gonna wake me up at 5:30 AM blasting AC/DC tomorrow because it's game day and oh he plays to tu que sabes
637211482787287040	ac/dc	positive	Alex Theriault: AC/DC!! John and Holly are rockin'! All the way to Magnetic Hill to see AC/DC on September 5th!... http://t.co/tX2yciTzJH
637226942668771328	ac/dc	positive	@AnthonyGermain bucket list tour to see AC/DC in Ottawa Thurs.  A friends first trip to ONT he's 52! (His bucket list) I will webcast ya!
637452274655211520	ac/dc	positive	It's Friday night, at home sipping on some Crown Royal Whisky, listening to AC/DC, talking and tweeting with friends.   Life is good!
637809432890576896	ac/dc	positive	I know more about AC/DC concerts than Angus Young probably remembers and I'm only getting to witness it live on Monday. I just
637867653139271682	ac/dc	positive	@Hartleyjustin I'll be in LA sept 27 for AC/DC concert and staying at the Pink Palace. Will be n LA so will check the place out!
637902049967894529	ac/dc	positive	Not Available
638342141572460544	ac/dc	positive	If AC/DC has a really successful show on Thursday, they will get a second show, that bumps one of the One Direction shows.
638358086990741504	ac/dc	positive	Monday tiring you down? Pump it up with some AC/DC cover from the ladies night &amp; karaoke hosted by KJ &amp; DJ Martin... http://t.co/QvO1aJ2Azg
638370183984222208	ac/dc	positive	Entertainment: AC/DC rocks the Big O Monday night * 69 http://t.co/yahyfeIFvj http://t.co/TJyaMT44gc
638374587525238786	ac/dc	positive	Just remembered I'm going to see AC/DC this Thursday lol
638545792047972352	ac/dc	positive	AC/DC tonight...One Direction on saturday, lets get itttttt #BigOsBumping
638683716286464001	ac/dc	positive	@johnhancockcbc This is the field at TD Place as AC/DC gets ready to play on Thursday! @OttawaMorning http://t.co/3rptfPa8Vp
638940182113161216	ac/dc	positive	Less than 24 hours to make your bid for the live auction of 2 tickets to the AC/DC concert this Thursday. Tickets... http://t.co/LUcZWoeheS
639122550287671300	ac/dc	positive	Is anyone going to AC/DC at Ford field next Tuesday?
639151037094469633	ac/dc	positive	Tickets to see AC/DC @downsviewpark on the 10th coming up on #JustASec http://t.co/DN1CZLoct5
639159279715545089	ac/dc	positive	Young or old, rock fan or not, you do not wanna miss AC/DC tomorrow #supershow http://t.co/SZEFg1j02n
639173291958239237	ac/dc	positive	I've been left in the car park. May or may not be rocking out to AC/DC
639438669443502080	ac/dc	positive	This Friday! Start your Labor Day weekend with some Led Zeppelin, Aerosmith, Van Halen and AC/DC! LAVA Rock is... http://t.co/jobDSuOqti
639457875270742017	ac/dc	positive	Strive Recreational Therapy has a few extra tickets for the AC/DC concert at Ford Field, Tues September 8th.... http://t.co/34lpoFLSZc
639537119141175297	ac/dc	positive	In honour of the Big Show we'll play nothing but AC/DC tonight on our shop sound system. Then again, because of the Big Show we may not. ;)
639577639561359360	ac/dc	positive	There's a couple here, the 3rd row from the stage, wearing a tux and long white dress... for AC/DC... Lol ok.
639842757289373696	ac/dc	positive	Burritos with my homegirl Darcy for lunch, hangs with @Signalnoise and MC Nauss tonight, AC/DC tomorrow and a long weekend. #winning
640077457257795584	ac/dc	positive	Is anyone else going to/interested in going to see AC/DC on Tuesday?
640214000156848128	ac/dc	positive	Not Available
640242420228222976	ac/dc	positive	I really wish I was going to see AC/DC this Tuesday...
640356107274207232	ac/dc	positive	@Sky1Ron can you get me back stage for AC/DC on Sept 25th???
640490887861137409	ac/dc	positive	AC/DC is rocking out Perth's Domain Stadium in November... and we want you to be there!  Listen out for the cue... http://t.co/Ycra9z4MJn
640529937481379841	ac/dc	positive	Anxiously looking forward to AC/DC on Tuesday night with Bob Wilson, Kyle Wilson and Kelsey Suisse!  Who else is going???
640860896282046464	ac/dc	positive	Not Available
640867036328009728	ac/dc	positive	Fun week ahead...holiday today...AC/DC concert tomorrow and off to San Diego on Thursday for the Lions opener on Sunday...#funtimes
640893279605796866	ac/dc	positive	AC/DC tomorrow at Ford Field. Someone is going to be tired on the second day of 6th grade. #butitshisfavoriteband \m/ \m/
640950156054142977	ac/dc	positive	@EddieTrunk wish you were at Midway, I would have bought you a beer safe travels Eddie.on way to Detroit for AC/DC tomorrow night! \m/
640954164437237760	ac/dc	positive	Only reason im excited for tomorrow is the AC/DC concert
640960724215439360	ac/dc	positive	My grandma "despises" me going to see an AC/DC concert tomorrow
641018928421060608	ac/dc	positive	Let's see... VaTech/OSU tonight AC/DC tomorrow night NFL kicks off Thursday 5:00 a.m. alarms every morning #startschoolyearoffwithnosleep!
641024188124372992	ac/dc	positive	Not Available
641033718275133441	ac/dc	positive	AC/DC tomorrow with @jamiscoates356 Idek if ill be going to school the next day tbh
641097610040877056	ac/dc	positive	Someone come see AC/DC with me Thursday
641133565728657408	ac/dc	positive	AC/DC with family tomorrow night in Detroit Rock City! LETS GO
641188113268641792	ac/dc	positive	@nbauer10 yep AC/DC tonight at Ford Field then on a plane Thursday to San Diego...
641191685234421760	ac/dc	positive	I can't tell you how much I am looking forward to AC/DC concert with my son in December. Um...OK, I can. Lots.
641255033636454400	ac/dc	positive	Not Available
641368361343975424	ac/dc	positive	Let's get thru this Epic Tuesday with T.N.T. (AC/DC) by Carles Badal #np on #SoundCloud https://t.co/R96hlA1NaP #tuesday #aftertheholiday
641605506973306880	ac/dc	negative	Guy I'm working with probably disappointed that I don't care he's going to see AC/DC tomorrow
641629245790404608	ac/dc	positive	AC/DC is in Toronto tomorrow and I can't believe I'm gonna miss it
641638855477731328	ac/dc	positive	I wanna go see AC/DC so bad on the 15th.
641182669821358080	amazon	negative	A little worried about Amazon. The collection was meant to go up on Saturday but is still not available.
641186469944651776	amazon	positive	@TheHumbleSage Thanks for sharing this course Gary. :) You may want to check out this blogpost on Amazon ML as well: http://t.co/OyOBwIfDaj
641215923362271232	amazon	positive	Amazon to Release a $50 Tablet   Amazon plans to release a $50 tablet with a 6-inch  September 8, 2015 http://t.co/pMn4qxYB1d Cool Tech!!!
641218935053000704	amazon	negative	E-books in US: prices rise due to deal Big 5 publishers with Amazon, sales down 9.3% (Jan-Jun 15) http://t.co/iaqoUrslrR /v @michaelbhaskar
641242217881948160	amazon	positive	Not Available
641253680365334528	amazon	positive	Also, The Forsaken Comedy is free until Friday!  Pick up From Hell with Love and the sequels from Amazon http://t.co/oWLap47lZ7
641256326736314369	amazon	positive	Not Available
641256781428183042	amazon	positive	Out October 1 on Amazon US &amp; UK. (Thanks for the heads up @thatkiddjoe!) #MockingjayPart2 https://t.co/L83F32XlOl
641262559035830272	amazon	positive	Nice. The Man in the High Castle will be on Amazon Instant on November 20th.
641267504296382464	amazon	positive	Mending the Piggy Bank | 10 FREE Children's Kindle eBooks on Amazon (September 8 Roundup) http://t.co/rzKDbZUpBU
641268293282623488	amazon	positive	DEAL: Nexus 6 Drops to $349 at Best Buy Too: On Friday, Amazon cut the price of the Nexus 6 across the board b... http://t.co/RFBRJADxiy
641274461530927104	amazon	positive	Not Available
641277646056374272	amazon	positive	Good News: @Film_Movement will be releasing us in the US. VOD, iTunes and Amazon from Oct 2nd, DVD Dec 1st - all under a new title: AMOROUS
641283236929269761	amazon	positive	I'm so bored in 2nd I just bought some stuff on Amazon
641286935772708870	amazon	positive	While software may be eating the world, Amazon appears to be eating everything. Amazon Prime will soon include free restaurant delivery.
641287889112928256	amazon	positive	Amazon may intro a 6-inch, $50 tablet - half the price of its current low-priced model, for the holiday season
641303378719543296	amazon	negative	Aw man!My pre-ordered Blu-Ray copy from Amazon doesn't get here until the 14th!I should have just gone to the store! https://t.co/86ng9gtUMJ
641307848568344577	amazon	negative	Not Available
641309506748682240	amazon	positive	@TravellousWorld Nice to meet you on Twitter! Anything Amazon travel related you may need, we're here :) !
641312202528567296	amazon	positive	Yes, highly recommend "Curiosity" by Amanda - get it on Google Play, Amazon or other outlets.  https://t.co/B4sbFe14xO
641323600822304768	amazon	positive	@BiteThePain I ordered it from Amazon, should have it by Friday.
641330241965789184	amazon	positive	Preview "Suite 12" on Amazon and check out the album tomorrow! #urbanartsent #1smrecords #doingjusticeishine http://t.co/HKC5T0VQKE
641338441024712705	amazon	positive	New Release September 9th which is the prequel to Complicated Love Affairs by Yolanda Dumas available on Amazon. http://t.co/wJSUQwE0t1
641342271833534464	amazon	positive	Amazon may sell $50 tablet with 6-inch screen during the Holiday Season http://t.co/bBGjtZ3MSb
641350001637982209	amazon	negative	ordered my back pack off of Amazon 3 weeks ago and it turns out they lost my package and school starts tomorrow #sick
641357094654885888	amazon	positive	Amazon may be cooking up a $50 tablet The Internet giant is reportedly working on new Fire tablets for the... http://t.co/yRmqFq3PxN
641357479692009472	amazon	positive	I want this. And yes, I'm playing on Amazon instead of reading for class tomorrow. Because my head is spinning. http://t.co/tCqn6T2KEv
641358180711206915	amazon	positive	#RT The 3rd book in The Viking's Apprentice series has been released. Amazon users get it here http://t.co/0pJjo6xXN7 #amreading
641361087766528000	amazon	positive	@Alex_Olney Was going to but then GAME had to go crazy whacko so I'll probably see if Amazon still has the amiibo ed. in stock tomorrow.
641365273417662465	amazon	positive	Anyone used @googleexpress? Not sure if $95 a year for next day is worth it. Think Amazon may have more choice. Cool to have option though.
641368424145387521	amazon	negative	For anyone who lives in the UK &amp;has ordered Shay's book from Amazon, it isn't available for release day delivery so it won't come on the 6th
641370873757335552	amazon	positive	CNET Update - Amazon may be cooking up a $50 tablet  Oh My God! Welcome back @BridgetCarey I missed you so much!! http://t.co/kRWg3EQjez
641372583892422657	amazon	positive	Not Available
641378494757400576	amazon	positive	@scott_trudi @seanflanery You have to put it on your Easter list: Release date is April 5th 2016. You can preorder on Amazon.
641380820180172801	amazon	positive	Adventures of Thor,  Bath Time. 2nd  children's book coming soon to Amazon. It's about a cute beagle and bath time. http://t.co/gRhsRLeCZM
641385971460648960	amazon	positive	Need S10 but will probably wait until around Black Friday since it would be just $10 in stores and on Amazon.
641400128612511744	amazon	positive	It was through a 3rd party seller, which I thought to be a trustworthy company as to why I bought it. So hoping Amazon can help me out here
641400681597939712	amazon	positive	Amazon #PreOrder is #Live for Vivid!! Go Pre-Order your copy and have it on your kindle October 11th!  Amazon US:... http://t.co/ThdThD507V
641403375972552704	amazon	negative	@LikChan Nice! I have the bottom two! Where have you been getting yours? (I paid exorbitant Amazon 3rd party seller costs for Xenoblade)
641403775442362368	amazon	positive	CINCH YOUR SADDLE is live on Amazon!  Only 99 cents until tomorrow evening.Thank you gift! http://t.co/J5t7LzjquS http://t.co/MOO1hUsmIQ
641404820855914496	amazon	positive	Happiness cause Amazon just notified me that my Bluray version of Gotham will be here tomorrow!
641405573007708160	amazon	positive	Not Available
641407598084923393	amazon	positive	@jurxssicpratt i just ordered one from Amazon it'll be here on Friday let's fucking rOLL
641407753383227393	amazon	positive	Not Available
641426301845393412	amazon	positive	Somewhere, my mother just sat straight up in bed. "Is that...a cowboy hat? ARE THERE BABIES INVOLVED?" ::she desperately clicks on Amazon::
641426934426013696	amazon	positive	Not Available
641462939090817024	amazon	positive	Had this new planner on my wish list on Amazon.. Let's just say it's on the way and will be here Friday :)
641469518846496768	amazon	negative	@eckoxsoldier For some reason Amazon app store had the update on the 5th or for some reason my mcpe updated to 0.12.1 back on the 5th!!!!!!
641472127665864704	amazon	negative	Amazon's refusal to integrate nicely with the Android ecosystem may have been its undoing in the Fire phone market.  http://t.co/6mBZz0eazc
641476313761611776	amazon	positive	Amazon is offering free two hour shipping or 7.99 one hour shipping. I'm going to have to try this out tomorrow.
641487529703817216	amazon	negative	Author: IF I've EVER reviewed your book, grab a screen cap NOW! Amazon may pull it down. http://t.co/jA1RTUZlBp http://t.co/hs0Lox27ez
641499203730960384	amazon	negative	My Amazon package was supposed to be delivered today by 8pm. Guess that means I'll get it tomorrow before 8pm?
641499463316582400	amazon	positive	ROSES ARE RED just received its 10th review on Amazon! DOUBLE DIGITS! :D... http://t.co/9Yo4yVnzSF
641503123119341568	amazon	negative	Damnit Amazon! When you say you're going to ship something on the 8th, I expect it to ship on the 8th!
641506752848990208	amazon	positive	; A; impulsively bought a docking station for my laptop 'cause I needed one and amazon said it would arrive tomorrow if I ordered now
641509564937076737	amazon	positive	@auroretrav2014 ((I feel you may have a date with Amazon today!))
